State_Abrvtn,Pltfrm,Metal_Lvl,Enrlmt_Stus,Cnsmr,Avg_Prm,Avg_Prm_Aftr_APTC,Cnsmr_Prm_Aftr_APTC_LTEQ10,Cnsmr_Wth_APTC_CSR,CSR_Cnsmr,CSR_Cnsmr_73,CSR_Cnsmr_87,CSR_Cnsmr_94,CSR_Cnsmr_AIAN,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC,APTC_Cnsmr_Avg_Prm_Aftr_APTC,Age_0_17,Age_18_25,Age_26_34,Age_35_44,Age_45_54,Age_55_64,Age_GE65,Male,Female,Hspnc_Yes,AIAN_NonHspnc,ASN_NonHspnc,NHPI_NonHspnc,BLACK_NonHspnc,WHT_NonHspnc,Othr_Race_NonHspnc,Mlt_Race_NonHspnc,Unk_Race_Ethncty,AIAN,ASN,NHPI,BLACK,WHT,Othr_Race,Mlt_Race,Unk_Race,Hspnc_No,Unk_Ethncty,Rrl,Non_Rrl,Ctstrphc,Brnz,Slvr,Gld,Pltnm,FPL_LT100,FPL_100_138,FPL_100_150,FPL_150_200,FPL_200_250,FPL_250_300,FPL_300_400,FPL_400_500,FPL_GT500,FPL_OTHR
TX,HC.gov,All,03-new,"503,079",$504 ,$75 ,0.46,0.94,0.56,0.03,0.11,0.41,0,0.93,$459 ,$51 ,0.13,0.13,0.17,0.17,0.19,0.19,0.02,0.46,0.54,0.22,0,0.06,0,0.06,0.17,0,0.01,0.48,0,0.06,0,0.06,0.29,0.02,0.01,0.55,0.37,0.41,0.13,0.87,0.01,0.3,0.57,0.12,+,0.02,0.41,0.49,0.16,0.12,0.07,0.06,0.03,0.03,0.02
UT,HC.gov,All,01-atv,"158,632",$409 ,$56 ,0.45,0.95,0.49,0.07,0.14,0.27,0.01,0.95,$372 ,$40 ,0.3,0.11,0.16,0.16,0.12,0.14,0.01,0.48,0.52,0.07,0.01,0.03,0,0,0.4,0,0.01,0.48,0.01,0.03,0,0,0.43,0.01,0.01,0.51,0.58,0.35,0.16,0.84,0,0.47,0.51,0.02,+,0.02,0.14,0.27,0.17,0.18,0.12,0.14,0.04,0.04,0.02
UT,HC.gov,All,02-aut,"46,951",$421 ,$77 ,0.4,0.89,0.49,0.07,0.13,0.27,0.01,0.89,$385 ,$41 ,0.26,0.13,0.19,0.16,0.12,0.13,0.01,0.49,0.51,0.07,0.01,0.02,0,0,0.5,0,0.01,0.38,0.01,0.02,0,0,0.53,0.01,0.02,0.41,0.66,0.27,0.17,0.83,0,0.45,0.53,0.01,+,0.01,0.18,0.29,0.18,0.18,0.1,0.11,0.03,0.03,0.06
UT,HC.gov,All,03-new,"51,349",$394 ,$67 ,0.43,0.94,0.45,0.07,0.13,0.24,0,0.94,$350 ,$48 ,0.27,0.15,0.19,0.14,0.11,0.12,0.01,0.49,0.51,0.1,0,0.02,0,0.01,0.36,0,0.01,0.49,0,0.02,0,0.01,0.39,0.02,0.02,0.54,0.5,0.4,0.16,0.84,0,0.49,0.48,0.03,+,0.03,0.1,0.24,0.17,0.17,0.12,0.13,0.06,0.07,0.02
VA,HC.gov,All,01-atv,"166,232",$596 ,$116 ,0.28,0.92,0.39,0.07,0.15,0.16,0,0.92,$521 ,$83 ,0.12,0.08,0.12,0.15,0.19,0.3,0.03,0.45,0.55,0.08,0,0.19,0,0.07,0.45,0.01,0.02,0.18,0,0.19,0,0.07,0.48,0.03,0.03,0.21,0.81,0.11,0.16,0.84,0,0.33,0.41,0.24,0.01,0.01,0.05,0.17,0.2,0.2,0.14,0.15,0.05,0.05,0.03
VA,HC.gov,All,02-aut,"75,974",$575 ,$147 ,0.3,0.82,0.38,0.06,0.15,0.17,0,0.82,$519 ,$67 ,0.11,0.09,0.17,0.16,0.18,0.26,0.03,0.47,0.53,0.08,0,0.1,0,0.1,0.42,0.01,0.02,0.27,0,0.1,0,0.1,0.45,0.03,0.02,0.3,0.73,0.19,0.18,0.82,0.01,0.36,0.43,0.19,0.01,0.02,0.08,0.21,0.23,0.18,0.11,0.11,0.03,0.03,0.09
VA,HC.gov,All,03-new,"65,740",$532 ,$129 ,0.28,0.89,0.38,0.06,0.14,0.17,0,0.89,$453 ,$91 ,0.13,0.11,0.19,0.16,0.17,0.22,0.02,0.48,0.52,0.08,0,0.12,0,0.11,0.35,0.01,0.02,0.31,0,0.12,0,0.11,0.38,0.03,0.02,0.34,0.7,0.23,0.13,0.87,0.01,0.33,0.4,0.24,0.01,0.01,0.05,0.19,0.2,0.18,0.12,0.13,0.06,0.08,0.04
VT,SBM,All,01-atv,"1,619",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.05,0.06,0.19,0.17,0.2,0.33,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.29,0.29,0.36,NR,0,0.01,0.03,0.13,0.17,0.15,0.23,0.12,0.13,0.03
VT,SBM,All,02-aut,"21,118",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.04,0.07,0.14,0.18,0.2,0.36,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.28,0.42,0.22,NR,0.01,0.01,0.07,0.23,0.19,0.14,0.17,0.05,0.07,0.07
VT,SBM,All,03-new,"3,968",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.1,0.23,0.18,0.16,0.26,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.3,0.34,0.28,NR,0.02,0.01,0.05,0.14,0.16,0.15,0.19,0.11,0.14,0.05
WA,SBM,All,01-atv,"35,935",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.08,0.07,0.16,0.18,0.2,0.3,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.42,0.38,0.2,NR,0.03,0.01,0.06,0.16,0.13,0.1,0.16,0.07,0.11,0.18
WA,SBM,All,02-aut,"160,516",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.07,0.16,0.17,0.19,0.32,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.47,0.41,0.12,NR,0.03,0.02,0.08,0.19,0.14,0.1,0.13,0.06,0.08,0.2
WA,SBM,All,03-new,"43,115",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.12,0.24,0.18,0.15,0.22,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.43,0.39,0.17,NR,0.04,0.02,0.07,0.18,0.14,0.11,0.14,0.07,0.1,0.16
WI,HC.gov,All,01-atv,"130,148",$654 ,$153 ,0.24,0.91,0.34,0.06,0.13,0.15,0,0.91,$550 ,$120 ,0.05,0.05,0.12,0.13,0.16,0.48,0,0.45,0.55,0.03,0,0.03,0,0.02,0.68,0,0.01,0.23,0,0.03,0,0.02,0.69,0.01,0.01,0.24,0.84,0.13,0.4,0.6,0,0.46,0.38,0.14,0.01,0,0.11,0.16,0.17,0.15,0.12,0.21,0.07,0.07,0.04
WI,HC.gov,All,02-aut,"42,070",$600 ,$173 ,0.26,0.82,0.4,0.06,0.13,0.2,0.01,0.82,$522 ,$95 ,0.06,0.08,0.17,0.17,0.18,0.33,0.01,0.5,0.5,0.04,0.01,0.03,0,0.03,0.62,0,0.01,0.26,0.01,0.03,0,0.03,0.64,0.01,0.01,0.27,0.8,0.16,0.38,0.62,0.01,0.37,0.48,0.14,0,0.01,0.18,0.25,0.2,0.14,0.09,0.13,0.04,0.04,0.11
WI,HC.gov,All,03-new,"39,991",$579 ,$174 ,0.21,0.87,0.3,0.05,0.11,0.14,0,0.87,$467 ,$134 ,0.08,0.1,0.17,0.14,0.15,0.37,0,0.48,0.52,0.04,0,0.03,0,0.03,0.57,0,0.01,0.31,0,0.03,0,0.03,0.59,0.01,0.01,0.32,0.75,0.21,0.35,0.65,0.01,0.48,0.33,0.16,0.02,0,0.11,0.16,0.15,0.14,0.11,0.17,0.09,0.12,0.05
WV,HC.gov,All,01-atv,"11,247","$1,208 ",$199 ,0.19,0.96,0.39,0.08,0.2,0.11,0,0.96,"$1,054 ",$168 ,0.05,0.05,0.1,0.14,0.2,0.47,0,0.42,0.58,0.02,0,0.03,0,0.01,0.79,0,0.01,0.14,0,0.03,0,0.01,0.79,0.01,0.01,0.15,0.92,0.07,0.44,0.56,0,0.33,0.46,0.21,+,0,0.02,0.12,0.24,0.19,0.13,0.18,0.05,0.06,0.02
WV,HC.gov,All,02-aut,"5,326","$1,142 ",$237 ,0.24,0.88,0.45,0.08,0.23,0.15,0,0.88,"$1,033 ",$131 ,0.05,0.06,0.14,0.14,0.2,0.4,0.02,0.46,0.54,0.01,0,0.02,0,0.02,0.64,0,0.01,0.29,0,0.02,0,0.02,0.65,0.01,0.01,0.29,0.81,0.17,0.43,0.57,0,0.34,0.59,0.07,+,0,0.05,0.18,0.29,0.15,0.11,0.13,0.04,0.03,0.06
WV,HC.gov,All,03-new,"6,464","$1,033 ",$185 ,0.24,0.96,0.28,0.03,0.13,0.11,0,0.95,$889 ,$155 ,0.07,0.08,0.16,0.16,0.19,0.33,0.01,0.48,0.52,0.02,0,0.02,0,0.02,0.65,0,0.01,0.27,0,0.02,0,0.02,0.66,0.01,0.01,0.27,0.8,0.18,0.41,0.59,0.01,0.45,0.3,0.24,+,0,0.02,0.15,0.21,0.16,0.12,0.17,0.07,0.1,0.02
WY,HC.gov,All,01-atv,"19,205",$873 ,$78 ,0.53,0.96,0.22,0.01,0.07,0.13,0.01,0.96,$828 ,$51 ,0.15,0.07,0.15,0.17,0.16,0.29,0,0.45,0.55,0.05,0.01,0.01,0,0,0.77,0,0.02,0.14,0.01,0.01,0,0,0.79,0.01,0.02,0.15,0.86,0.08,0.78,0.22,+,0.12,0.22,0.67,+,0.01,0.12,0.16,0.14,0.18,0.15,0.21,0.07,0.06,0.01
WY,HC.gov,All,02-aut,"7,493",$848 ,$96 ,0.59,0.92,0.22,0.01,0.06,0.13,0.01,0.92,$819 ,$36 ,0.14,0.1,0.18,0.18,0.15,0.25,0.01,0.47,0.53,0.07,0.01,0.01,0,0,0.64,0,0.02,0.24,0.01,0.01,0,0,0.67,0.01,0.02,0.26,0.74,0.19,0.75,0.25,+,0.16,0.23,0.6,+,0.02,0.17,0.23,0.19,0.2,0.13,0.14,0.03,0.04,0.03
WY,HC.gov,All,03-new,"8,064",$828 ,$103 ,0.48,0.94,0.24,0.01,0.07,0.15,0.01,0.94,$768 ,$69 ,0.14,0.11,0.18,0.16,0.15,0.26,0,0.48,0.52,0.06,0.01,0.01,0,0,0.68,0.01,0.02,0.2,0.01,0.01,0,0,0.72,0.02,0.02,0.22,0.77,0.17,0.75,0.25,+,0.16,0.23,0.61,+,0.01,0.13,0.17,0.14,0.17,0.12,0.17,0.08,0.13,0.01
Total,HC.gov,All,01-atv,"5,680,878",$615 ,$99 ,"1,818,133","5,389,944","3,238,120","285,458","794,778","2,129,791","28,093","5,383,098",$545 ,$76 ,"548,268","521,653","731,639","917,043","1,165,017","1,699,409","97,849","2,529,941","3,150,937","819,854","23,292","400,690","2,179","324,718","2,018,228","34,131","67,315","1,990,471","25,591","402,452","2,586","330,507","2,406,275","100,637","87,114","2,325,716","3,346,494","1,514,530","994,658","4,686,220","14,120","1,779,779","3,440,131","433,161","13,687","60,543","1,800,591","2,347,317","1,019,325","733,092","497,151","554,143","167,191","182,833","119,283"
Total,HC.gov,All,02-aut,"2,193,923",$601 ,$148 ,"516,762","1,890,764","1,081,890","114,492","285,750","662,673","18,975","1,887,240",$526 ,$84 ,"186,936","222,498","399,404","384,631","413,337","549,274","37,843","1,032,103","1,161,820","207,689","16,839","78,238","1,758","166,052","833,775","14,308","30,287","844,977","17,989","78,938","1,954","169,300","921,000","36,733","36,642","931,367","1,329,673","656,561","456,039","1,737,884","9,936","773,383","1,245,442","159,556","5,606","50,191","658,257","852,939","421,773","279,651","168,870","176,237","47,130","51,701","145,431"
Total,HC.gov,All,03-new,"2,380,835",$538 ,$106 ,"912,353","2,182,272","1,162,108","106,383","287,592","760,945","7,188","2,177,634",$473 ,$72 ,"274,638","293,274","431,039","410,472","426,565","513,755","31,092","1,131,965","1,248,870","274,043","6,859","94,150","1,423","196,105","700,074","13,925","27,638","1,066,618","8,445","95,024","1,727","200,536","839,715","40,722","33,810","1,160,856","1,246,721","860,071","399,034","1,981,801","18,031","894,688","1,249,958","211,900","6,258","35,563","720,834","943,856","410,961","303,286","194,160","206,818","91,336","115,753","79,102"
Total,SBM,All,01-atv,"1,062,070",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"72,123","79,451","155,559","164,005","212,493","359,335","18,865",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
Total,SBM,All,02-aut,"2,507,846",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"181,501","196,056","433,935","418,004","481,113","754,075","42,316",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
Total,SBM,All,03-new,"685,525",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"61,423","77,261","157,493","110,915","110,273","160,302","7,638",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
Total,All,All,01-atv,"6,742,948",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"620,391","601,104","887,198","1,081,048","1,377,510","2,058,744","116,714",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
Total,All,All,02-aut,"4,701,769",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"368,437","418,554","833,339","802,635","894,450","1,303,349","80,159",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
Total,All,All,03-new,"3,066,360",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,"336,061","370,535","588,532","521,387","536,838","674,057","38,730",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
